Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
36,40.6,40.6,44.32,436,436,171,0.21077665,0.22778087,17.25,0.38,0.17,0.25,0.25,0.5,0.5,0.44,3,3,0.7475124378109455,0.7475124378109455,6.41,1,4,3,3,5,5,7,5,3.375,1,1,4.125,3.875,3.625,1.5,3.25,3.75,2.125,2.375,2.25,2.5,1.25,1.25,3,2.875,2.125,6,19,12,18,18,12,10,7,19,28,30,77,16,17,13,13,59,32,1,1,6,7,7,6,2,3,4,2,0,3,0.5933333333333334,0.5755555555555556,0.7746031746031746,0.8928571428571429,0.1193946114190167,NA,NA,NA,NA,NA,NA,70,30,60,41,70,60,31,20,59,40,20,70,61,40,29,39,61,30,20,59,61,39,30,79,69,67,38,66,45,24,41,42,72,65,64,75,69,40,61,29,60,22,31,41,69,70,29,61,18,10,0,21,79,19,13,100,21,8,0,70,1.3113563,0.017938032,56.762888,64.586934,1.2853463999999999,0.93746732,1.1482852,0.020415973,56.607993,72.256085,1.6032814,1.1615066,0.976583,0.90516253,10,0.0044707188,56.151098,79.623236,69.314718,0.57027776,1.1912505,53.993383,62.372693,3.3640594,2.5166135,5.743802,2.1319062e-5,24.233812,40.992431,0.89706432,1.5848686,0.4364861,0.62259059,0.081427481,10,2.5032276,27.641156,91.495428,0.32357645,10,254.65577,263.5174,0.25231867,0.44912808,0.07242192,173.26218,186.55463,0.25232115,0.4491277,0.072400417,10,173.26218,190.98545,0.23415757,1.8207853,0.57818957,0.49661201,1.3601971,10,164.26873,190.85364,0.94577362,194.34517,198.77599,0.97185434,464.72772,468.12891,0.47824071,71.160774,72.075993,9.7786102,9.7330598,152.30174,169.30773,1.018213,55.713322,56.279477,0.070771632,157.22588,170.83067
28,39,39,44.25,566,566,160,0.25832337,0.51041561,51.5,0.38,0.38,0,0,0.4,0.4,0.38,2,2,0.7512437810945275,0.7512437810945275,8.15,1,4,7,6,3,4,2,2,1.25,3.75,1,2.75,1.375,3.125,3.75,2.75,5,2.75,2.875,2,1.375,3.5,1,1.875,1.5,3.625,5,27,9,10,12,13,6,5,14,16,25,55,14,13,13,15,55,24,1,1,7,8,3,6,0,6,7,2,0,2,0.7911111111111111,0.9464285714285714,0.8853174603174603,0.8482142857142857,1.1501463152706544,NA,NA,NA,NA,NA,NA,82,17,16,20,84,65,8,36,74,63,27,43,83,7,18,0,83,5,0,0,26,81,65,82,90,58,72,0,86,2,0,0,67,66,0,24,75,16,9,0,76,0,0,0,13,17,0,86,85,9,56,0,81,0,0,0,34,36,0,64,1.3800169,0.010695782,58.401373,66.225419,0.99963319,1.3924804,3.8291877,0.040740569,47.741094,63.389186,0.34231723,1.1764995,1.113257,1.2901815,0.046994951,1.8690039,46.542465,70.014603,69.314718,6.5733766,1.0635937e-12,67.941293,76.320602,0.49949309,0.066160947,0.95295815,3.710625,51.615677,68.374296,0.48407558,0.28135553,4.6882585,0.0014085367,7.0566329,2.084335,47.704454,72.842382,91.495428,0.040881392,4.6073295,206.17513,215.03676,0.17464126,0.61419464,4.3515025e-10,99.760539,113.05299,0.17464118,0.6141901,7.8772655e-10,10,99.760539,117.48381,0.15957762,1.8068565,0.60075418,0.60750461,0.58436572,10,99.224859,125.80976,0.98093362,108.90778,113.3386,0.96369538,945.44164,948.84283,0.99348203,188.01131,188.61798,2.4451999,9.9806953,137.64614,154.65212,0.42341527,255.49972,256.48902,0.17192349,140.31925,153.92404
31,27.13,27.13,29.04,399,399,280,0.1779266,0.18130477,17.75,0.62,0.4,0.25,0.25,0.42,0.42,0.42,3,3,0.7114427860696515,0.7114427860696515,7.84,0,6,3,3,7,6,4,8,2,1.25,1,3,2.625,3.125,3.625,3.75,5,3.75,3.125,2.5,3,2.75,1,1.875,3,3.25,6,25,10,19,15,15,6,7,17,25,30,72,17,18,18,17,70,28,0,1,5,5,5,1,0,1,2,2,2,0,0.44333333333333336,0.45936507936507937,0.5318253968253969,0.625,-1.1764535423019438,NA,NA,NA,NA,NA,NA,79,79,69,30,80,59,29,31,79,79,70,41,59,59,59,50,60,69,21,18,80,40,69,61,59,86,56,84,53,64,47,69,87,79,79,42,48,59,43,76,60,66,58,60,71,59,73,47,42,68,45,54,42,56,50,54,40,40,90,70,0.67312009,0.13648518,66.988263,74.812309,0.75882185,0.62753601,0.26941748,0.24014177,64.978637,80.626729,0.64993771,3.7887261,0.60538091,0.40298113,1.3640404e-7,0.43653,63.300541,86.772679,69.314718,0.22932308,1.5960862,83.310356,91.689665,0.73900005,0.74051127,2.4889038,10,4.9378344,21.696453,0.92935251,0.98682984,0.38437745,1.2656095,1.9471704,10,2.6298811,27.76781,91.495428,0.0022774395,2.6734599,300.96583,309.82746,0.017482403,0.1626856,0.85054335,287.84558,301.13803,0.017476042,0.16267208,0.85054179,10,287.84558,305.56884,2.2675971e-4,0.036081708999999997,0.2598806,5.1396167e-8,1.058401,9.9998234,285.81533,312.40023,0.88079619,330.99678,335.42759,0.90431506,672.639,676.04019,1.9923703,760.76911,763.18328,0.22887835,9.9989278,91.02159,108.02758,0.14055691,2244.4173,2253.2916,1.2649867,77.08771,90.6925
29,50.9,50.9,55.62,286,286,69,0.12516683,0.048303817,5.12,0.5,0.67,0.375,0.375,0.44,0.44,0.34,7,7,0.742537313432836,0.742537313432836,7.34,0,8,7,5,6,8,4,6,1.375,2.5,1,2.375,1.5,3.625,4,1.75,2.5,3.375,3.75,1.875,2.375,3.5,1.5,1.875,2.75,3.125,5,33,11,15,13,12,7,7,18,22,25,65,16,17,14,15,62,30,0,1,4,6,6,2,1,1,2,2,2,3,0.7777777777777778,0.8047619047619048,0.7280952380952381,0.8214285714285714,0.6641718423614665,NA,NA,NA,NA,NA,NA,44,59,65,59,65,35,31,60,84,74,59,75,50,41,14,42,64,6,41,15,80,80,31,79,35,40,69,21,65,10,10,60,84,40,0,20,59,60,37,26,53,0,5,0,59,69,0,69,60,10,30,60,60,2,11,21,21,31,9,80,1.396122,0.026933897,38.077474,45.90152,1.3795017,0.99408796,1.4976442,0.027527937,36.228311,51.876403,0.43671261,1.483161,2.4233704,0.85343143,0.01422223,2.4047072,30.427667,53.899805,69.314718,0.33142393,3.3405674,62.241307,70.620617,0.36027405,10,1.1735536,1.7353893,56.765317,73.523936,0.41263319,0.32309282,10,10,2.0413138,1.2288997,56.666123,81.804052,91.495428,0.35155817,10,238.52357,247.38521,0.25601633,0.58089509,0.8295247,234.42264,247.71509,0.25599693,0.58085704,0.82953966,10,234.42264,252.14591,0.091563397,0.31820887,1.1678461,0.059047956,1.7739355,8.6232995,220.16739,246.75229,0.85373204,278.84175,283.27257,0.98680015,351.18001,354.58121,0.40812682,2842.3114,2930.831,4.398232,9.9991314,153.33109,170.33708,2,1503.6942,1530.161,0.051202905,155.5894,169.19419
29,39.13,39.13,43.32,533,533,176,0.23740629,0.28181545,31.5,0.62,0.71,0.25,0.25,0.42,0.42,0.32,2,2,0.77363184079602,0.77363184079602,10.48,1,8,3,5,8,8,4,10,1.75,1.5,1,3.125,3.75,4.625,2.625,2.5,2.5,3.375,2.25,1.25,2.25,3,1,2.375,4.375,4.25,5,32,10,23,18,14,8,9,19,31,32,82,19,18,17,14,68,23,1,1,7,5,4,3,2,1,2,2,2,1,0.5455555555555556,0.8123015873015873,0.5573809523809524,0.8482142857142857,-0.11180746352884156,NA,NA,NA,NA,NA,NA,89,46,84,4,95,2,5,5,81,60,42,11,92,64,87,1,96,0,2,0,76,84,2,5,85,13,84,0,87,0,0,2,73,64,0,18,5,18,67,0,90,0,0,1,68,67,0,67,92,59,71,4,100,0,2,0,58,86,4,62,0.88834271,0.24111843,47.519278,55.343324,1.0072531,0.82295247,1.2029527,0.16675511,45.530999,61.179091,1.1849527,0.77748454,0.69834192,0.96694927,7.0909129,0.086144938,43.011687,66.483825,69.314718,0.3356654,0.69154836,87.01754,95.39685,0.39278709,0.2308946,1.4406969,4.2741366,55.183648,71.942267,0.34144815,0.58977725,0.50658154,3.0111968e-10,0.45079724,5.814525,52.855935,77.993863,91.495428,0.23994358,10,219.86547,228.7271,0.16175483,0.48794388,0.32884529,157.6078,170.90025,0.16175784000000001,0.48794844,0.32885958,10,157.6078,175.33107,0.11882163,0.36790421,0.59944145,0.12761364,0.72117361,10,155.73974,182.32464,0.96209956,178.64469,183.07551,0.97092708,524.70013,528.10133,1.5230673,2.4763845,2.8870694,0.15358676,5.94614,147.97133,164.97732,0.71225046,36.08036,36.757965,0.095226752,155.1222,168.72699
38,40.83,40.83,43.68,543,543,198,0.23004748,0.23333285,52.25,0.75,0.62,0.375,0.375,0.46,0.46,0.38,1,1,0.736318407960199,0.736318407960199,8.93,0,8,9,3,9,6,5,6,1.625,1.5,1.25,3.25,3.375,3.25,3.25,3.25,4,3.125,2.875,1.875,3.125,3.5,3,2.25,2.75,3.375,7,37,11,16,15,11,10,7,18,26,26,70,20,18,14,16,68,23,0,1,5,6,5,1,1,0,1,2,1,2,0.43444444444444447,0.6226984126984128,0.599920634920635,0.7053571428571429,-0.7707659048500175,NA,NA,NA,NA,NA,NA,78,62,83,30,79,17,22,17,85,85,84,68,15,55,44,45,36,0,69,0,79,78,0,16,49,71,75,0,51,0,14,0,87,90,0,31,54,89,74,0,71,43,15,0,39,17,81,68,60,21,73,0,46,0,56,0,30,16,0,99,0.76022087,0.49110821,43.763404,51.58745,1.0018987,0.70110857,2.3405612,0.37413558,27.301978,42.95007,0.69877549,1.1999229,0.72026782,0.72564179,0.19962729,2.8033104,17.944067,41.416205,69.314718,0.53653788,1.1888396,59.36372,67.74303,0.6803323,0.38384058,1.3792944,10,7.7546004,24.513219,0.78734462,1.0878523,0.23376785,0.73569585,0.35972524,10,2.3657979,27.503726,91.495428,0.22839772,10,182.61914,191.48078,0.18422045,0.69668825,0.58399585,161.8502,175.14265,0.18420154,0.69660656,0.58400024,10,161.8502,179.57347,0.17875969,0.95826326,1.2771134,0.99648405,3.7072198,10,149.56637,176.15127,0.95095556,223.4543,227.88512,0.97971081,410.54328,413.94448,0.78441521,46.158895,47.105196,3.248245,9.9759799,137.67463,154.68062,0.70695227,54.570874,55.501259,0.14915667,138.94187,152.54666
32,32.93,32.93,35.71,293,293,160,0.15331278,0.15621789,26.75,0.38,0.5,0.5,0.5,0.48,0.48,0.42,4,4,0.675373134328358,0.675373134328358,9.08,0,7,6,5,7,8,6,8,1.625,1,1,2.125,1.625,3.75,3.375,4.25,4,3.625,3.625,2.375,2,2,1.5,1.625,1.625,2.625,4,23,13,19,14,13,10,7,20,29,27,76,17,17,16,13,63,28,0,1,8,9,6,3,3,0,1,2,2,1,0.5422222222222223,0.725,0.6575396825396825,0.8571428571428571,-0.05880519657711342,NA,NA,NA,NA,NA,NA,79,41,71,40,79,53,31,40,79,59,60,31,70,60,56,10,71,61,11,11,59,59,9,69,48,60,60,40,49,40,46,52,69,59,38,31,52,28,47,20,59,18,11,14,48,38,39,89,69,29,42,15,71,21,14,22,26,30,65,80,0.80033615,0.24837977,53.404956,61.229002,1.0449296,0.58442552,1.5865379,0.28213853,31.886305,47.534397,0.89443197,1.2284887,0.52525505,0.65977236,0.29363031,0.77199261,27.159501,50.631639,69.314718,5.9745147,1.3317125e-12,79.057784,87.437094,0.62602682,0.14893952,1.2874695,1.5931448,51.969668,68.728287,0.30407563,0.23284485,4.6707726,1.0708101e-12,3.7766394,10,34.521968,59.659896,91.495428,0.35784365,8.5577103,285.18476,294.04639,0.12242719,0.087851407,0.29374852,218.54978,231.84223,0.12244183,0.087867522,0.29373527,10,218.54978,236.27305,0.013100746,0.40231981,0.096527191,4.6419035e-10,0.99042978,10,209.07759,235.66249,0.89328811,222.76141,227.19223,0.96029976,445.8653,449.2665,0.87850348,69.088425,70.433283,2.4023044,9.3597232,139.51784,156.52383,0.64347862,81.04405,82.536234,0.20721939,136.42669,150.03148
32,40.53,40.53,43.67,655,655,244,0.29954697,0.58650485,34.75,0.62,0.75,0.625,0.625,0.5,0.5,0.46,3,3,0.7276119402985075,0.7276119402985075,9.63,0,9,2,2,8,4,8,8,1.375,3,1,2.25,2.25,3.625,4.75,4.75,5,4.375,3.875,3.375,2,3,1,1.125,2.875,3.75,6,29,12,22,14,13,8,7,19,30,27,76,18,17,17,16,68,21,0,1,4,4,3,2,2,0,1,2,0,2,0.39666666666666667,0.766984126984127,0.6678571428571428,0.7410714285714286,-0.5286234180536575,NA,NA,NA,NA,NA,NA,89,80,90,51,91,41,54,64,69,55,57,52,100,48,74,0,96,0,0,0,79,80,0,71,47,41,69,0,95,1,0,66,91,87,39,60,79,16,58,0,78,2,0,0,87,87,63,68,45,6,0,69,34,56,69,24,65,64,0,57,0.22387542,4.4079171,56.61034,64.434386,0.26965137,0.8665385,0.48732767,5.0877431,55.446158,71.09425,0.76535242,0.060409612,0.45964846,10,10,0.71432,51.613876,75.086014,69.314718,0.47893804,0.77363437,77.401557,85.780866,0.65200334,0.40140092,1.6828562,4.1382887,20.381225,37.139844,0.48209401,0.54563635,0.88104137,1.127487e-11,1.3783546,9.7282397,16.965298,42.103227,91.495428,0.22050016,10,247.31709,256.17872,0.11803855,0.37724267,0.13876438,123.33461,136.62706,0.11804407,0.37725809,0.13874931,10,123.33461,141.05788,0.11509427,3.6079568,0.46165339,1.2430343,10,10,108.897,135.4819,0.97907706,135.97331,140.40413,0.97269423,412.81887,416.22007,0.79614021,0.036493109,0.010658539,2.0241097,9.9845344,136.95173,153.95771,1.0877539,25.892272,25.899577,0.11521935,143.24179,156.84658
27,36.8,36.8,40.8,303,303,170,0.13099095,0.1087829,14.62,0.62,0.43,0.25,0.25,0.4,0.4,0.26,5,5,0.7350746268656715,0.7350746268656715,7.75,0,5,2,5,5,4,4,3,2,1,1,2.375,1.5,3.625,3.375,3,3.5,3.125,3.25,2.375,3.375,2,1,2.25,2.625,3.5,5,13,12,10,6,14,8,8,20,18,20,58,14,15,14,15,58,27,0,1,4,4,4,2,2,0,1,2,2,3,0.5188888888888888,0.7634126984126984,0.5663492063492064,0.7767857142857143,-0.33400650705528395,NA,NA,NA,NA,NA,NA,84,10,76,25,81,58,16,22,90,82,91,30,71,11,41,0,68,0,2,11,89,91,0,31,71,12,62,1,76,0,0,6,90,89,6,39,60,16,31,29,58,1,0,21,87,87,11,52,67,15,0,20,68,0,0,14,62,83,23,60,1.0984832,0.07108151,51.439007,59.263053,0.7826159,1.5570134,3.1320552,0.35952103,28.417578,44.06567,0.3125334,1.0867994,1.5243922,1.4436947,0.063966348,10,16.170737,39.642875,69.314718,0.63289696,0.77178908,57.077037,65.456346,0.85230897,0.42130265,1.4035924,1.416324,25.457524,42.216143,0.35042894,0.52645633,9.5916513,0.44062516,0.88880484,10,19.633802,44.77173,91.495428,0.36278338,10,252.77057,261.6322,0.2348292,0.51979545,0.95057276,246.25158,259.54403,0.23482429,0.51978854,0.95053443,10,246.25158,263.97484,0.18038769,0.4503654,0.73884192,0.41424782,1.8745014,10,234.39221,260.97711,0.844004,310.86401,315.29482,0.96391396,507.82442,511.22562,0.79000023,568.90329,571.55794,5.2945659,9.9979567,144.58566,161.59165,0.46065915,727.41319,731.76625,0.15939919,143.6434,157.24819
28,33.4,33.4,36.5,415,415,235,0.18476041,0.21691451,42.88,0.25,0.5,0.75,0.75,0.4,0.4,0.24,2,2,0.7251243781094525,0.7251243781094525,10.03,0,5,2,2,9,7,1,6,2.5,1.75,1,2.25,3.875,3.625,4.25,3.5,5,4.75,3.375,2.625,3.625,2.25,1.25,1.375,3.75,3.25,4,27,8,13,10,13,6,6,14,19,23,56,18,16,15,13,62,24,0,1,2,6,2,1,0,1,2,2,2,2,0.7633333333333333,0.930952380952381,0.8096031746031747,0.8839285714285714,1.0038921666178318,NA,NA,NA,NA,NA,NA,78,61,71,31,79,0,20,31,89,80,89,79,89,29,80,0,79,0,0,1,89,90,1,39,79,90,87,20,79,17,8,10,100,100,10,0,52,60,46,57,67,2,10,53,38,43,12,34,60,25,38,23,63,0,0,25,17,0,0,40,0.72309163,1.0369998,31.243903,39.067949,0.70183967,1.0470821,1.0866751,1.0808056,31.039949,46.688041,0.3329833,1.1382374,1.1657058,1.0686585,0.015179637,10,27.184388,50.656526,69.314718,0.35897212,3.0358422,60.632611,69.01192,0.63938355,0.6058903,1.6863602,10,3.4235581,20.182177,0.77604171,0.78938596,0.37372969,1.0971887,1.4780225,10,2.3443819,27.48231,91.495428,0.292971,10,249.95741,258.81904,0.17797671,0.44418077,0.59612993,224.89064,238.18309,0.17799374,0.44423376,0.59612451,10,224.89064,242.6139,0.1067746,0.40207536,0.62173999,0.19356303,1.3520323,9.3764936,216.41044,242.99534,0.91813445,256.08959,260.52041,0.964852,441.70069,445.10189,0.71258446,86.650054,86.390985,5.5524186,8.6240808,168.77002,185.77601,0.52808165,574.84489,578.48205,0.11734579,169.88814,183.49293
30,38.13,38.13,42.65,636,636,279,0.28047335,0.39149534,61.38,0.88,0.88,0.5,0.5,0.4,0.4,0.34,2,2,0.740049751243781,0.740049751243781,7.43,0,3,3,3,7,4,3,8,1.25,1,1,2.125,1.5,2.875,3.375,3.25,4,3.75,3.375,2,2.5,2.5,1.75,1.375,2.375,2.25,5,26,7,15,8,10,5,5,12,20,18,50,15,14,14,13,56,25,0,1,5,4,5,NA,NA,NA,NA,NA,NA,2,0.7666666666666667,0.8011904761904762,0.5438888888888889,0.9375,0.532957215210534,NA,NA,NA,NA,NA,NA,80,71,70,11,80,25,21,25,86,80,75,39,90,41,59,1,71,1,1,1,78,80,20,31,40,79,32,31,45,14,11,10,76,84,46,27,70,40,21,10,69,1,8,0,64,59,22,59,87,21,27,11,91,9,11,6,55,37,12,66,1.4152732,0.022653774,42.663037,50.487083,0.99145202,1.2001999,3.0011399,0.410353,15.200383,30.848475,0.7419278,1.1316827,1.1997778,1.2070341,0.40403468,1.849028,13.442024,36.914162,69.314718,0.3589778,3.0356751,60.632611,69.01192,0.63938514,0.60589044,1.6863626,10,3.4235581,20.182177,0.7760393,0.78938174,0.37373343,1.0971092,1.4780617,10,2.3443819,27.48231,91.495428,0.13525844,6.8366526,257.30552,266.16716,0.074789292,0.30574356,0.43219356,183.95247,197.24492,0.074786667,0.30573658,0.43221825,10,183.95247,201.67574,0.085580241,4.3597341,1.1440734,1.6611773,10,5.5239756,183.31228,209.89719,0.96364302,206.19743,210.62824,0.96913877,419.49366,422.89485,0.98994523,495.06553,500.72782,1.8159652,9.7814209,136.32656,153.33255,0.52133874,227.52162,229.96563,0.19792681,132.20813,145.81292
32,46.3,46.3,53.53,387,387,226,0.1791902,0.18300029,60.75,0.5,0.5,0.5,0.5,0.36,0.36,0.36,6,6,0.743781094527363,0.743781094527363,10.5,0,3,1,1,8,6,6,7,3,1,1,2.625,2.5,3.5,2.75,5,5,3.25,3.625,2.25,3.125,1,1,2.625,2.75,3.875,4,20,14,15,16,17,8,6,20,23,33,76,12,19,17,14,62,25,0,1,4,4,3,1,0,1,2,2,2,2,0.6233333333333333,0.766984126984127,0.6370634920634921,0.8392857142857143,0.13068955210693184,NA,NA,NA,NA,NA,NA,69,45,40,43,65,60,28,44,60,33,36,55,65,34,30,0,64,21,20,0,54,59,53,46,59,30,39,31,60,40,30,40,65,69,20,59,41,40,0,59,42,10,48,60,19,20,30,77,41,40,0,44,32,19,30,59,20,40,60,80,0.70294128,0.43972923,54.097872,61.921918,0.45473628,1.3309913,2.9374421,1.0250873,47.763512,63.411604,0.20905369,3.098982,0.88210888,1.2190225,1.2432895e-6,9.9988315,37.89318,61.365318,69.314718,0.47651644,3.8587605,34.176466,42.555776,0.50717302,10,1.1465481,3.0367936,20.293781,37.0524,0.95845905,1.7463505,9.9595692,9.176359,0.0671737,9.6327014,0.0052597259,25.143188,91.495428,0.33793097,10,289.01868,297.88031,0.19858237,0.38460028,0.55189945,252.37337,265.66582,0.19860251,0.38464008,0.5518829,10,252.37337,270.09664,0.14419453,0.37516062,0.46427313,0.18518044,1.0092936,10,246.88984,273.47474,0.89790559,284.15577,288.58659,0.97530882,450.12993,453.53112,0.69220045,224.17747,227.32854,3.4551059,9.3687322,144.562,161.56799,1.0813539,262.29889,265.76945,0.088264153,143.4284,157.03319
32,28.7,28.7,30.83,580,580,260,0.26560458,0.47676778,27.12,0.62,0.57,0.625,0.625,0.42,0.42,0.26,1,1,0.72636815920398,0.72636815920398,8.67,1,8,7,4,8,6,9,4,1.75,1,1,2.375,1.625,3.375,4,4.75,5,3,3.125,1.625,2.5,3,2.75,2.125,2.25,3.625,6,26,12,16,13,13,6,6,18,22,26,66,13,14,12,12,51,23,0,0,5,6,6,1,1,0,1,2,1,0,0.5011111111111111,0.8431746031746031,0.8511904761904762,0.7946428571428571,0.1819916459958002,NA,NA,NA,NA,NA,NA,70,50,69,11,89,0,10,21,41,40,69,59,90,21,53,1,69,0,0,0,78,81,21,89,69,21,48,0,89,0,0,0,40,41,0,79,69,59,41,59,80,0,0,48,69,59,0,39,79,20,30,0,79,0,0,0,30,30,0,69,1.2223095,0.03082708,54.962207,62.786253,0.64643217,2.1441815,3.5350153,0.39031646,33.350598,48.99869,0.57000777,0.3409585,2.0973885,4.7561673,10,0.62721133,32.688257,56.160395,69.314718,0.4171632,2.4358681,57.535031,65.914341,0.46529195,0.371168,1.2902982,10,17.59028,34.348899,0.56994267,0.22589346,0.34968594,0.26464999,10,10,10.856736,35.994664,91.495428,0.01468143,3.9898295,247.20115,256.06278,0.061069622,0.21733567,0.30998165,157.90747,171.19992,0.061066081,0.21731615,0.30995906,10,157.90747,175.63073,0.049347511,3.3134505,0.31154506,1.4417389,10,7.204739,155.79553,182.38043,0.96827572,168.52211,172.95293,0.94715417,508.75257,512.15376,1.8301537,6929.2275,6935.0017,1.1648625,7.138529,147.1084,164.11439,0.18100124,1108.0606,1112.5485,0.27008258,146.32994,159.93473
32,15.73,15.73,15.59,341,341,196,0.16997953,0.18864065,2.25,0.62,NaN,0.5,0.5,0.44,0.44,0.3,9,9,0.7487562189054725,0.7487562189054725,7.45,0,3,8,1,6,6,8,4,1.25,1,1,2.25,2.375,3.375,4.75,4.75,5,3.875,3.875,2.25,1.125,1,1,1.5,1.875,3.125,5,27,8,12,9,12,9,6,14,21,21,56,17,14,12,14,57,25,0,0,10,2,2,3,1,2,3,2,1,0,0.4255555555555556,0.6503174603174603,0.6191269841269841,0.8035714285714286,-0.5761625532703175,NA,NA,NA,NA,NA,NA,43,55,40,60,55,41,53,54,79,71,33,60,70,32,62,0,62,0,0,1,92,76,2,66,59,35,53,0,61,1,0,0,85,79,0,64,64,32,65,0,75,0,0,0,71,69,0,55,73,30,63,0,68,0,0,0,64,71,0,61,0.4207834,0.99514817,62.653744,70.47779,0.30769249,1.7196503,0.81328502,1.7852986,60.100046,75.748138,0.19645368,0.64246136,1.39343,10,0.041818511,5.150964,56.145041,79.617179,69.314718,0.0421733,2.7755576e-15,91.495428,99.874737,1.035165,1.7012203e-9,10,0.060439743,19.730562,36.489181,0.11462177,9.9618553,0.69934121,0.40201565,6.6299743e-10,3.3108598,14.797327,39.935255,91.495428,2.0217317e-9,2.4595899,287.99873,296.86036,1.6695073e-9,0.071146445,0.597493,244.39928,257.69173,3.3362202e-13,0.32496716,1.4379298e-9,3.5677453,244.3408,262.06407,2.1498636e-10,0.41256886,0.075613989,2.2772706,0.47670263,5.3523169,243.73846,270.32336,0.89737866,251.42849,255.85931,0.94181042,411.95212,415.35332,0.79004515,24.381398,25.184858,7.1582945,6.5749845,161.50038,178.50637,0.1323294,3773.2894,3785.3926,0.11255153,190.10263,203.70742
